"Permanent Location Code Number","District / Taluk / Village / Town / Ward","","Total number of House holds","Total Population","Sex            Ratio","Sex Ratio            0-6 age group","Literacy Rates (7+)","Work Participation Rate","Population"
"","","","","","","","","","Scheduled Castes"
"","","Female","","Person","","","Person","Male","Male"
"1","2","17","3","4","7","8","9","12","14"
"","","","","","","","","",""
"02075100","Khanekandaya","","Un-inhabited","","","","","",""
"02075200","Valepura","2","200","893","958","707","65.4","64.0","58"
"02075300","Sorahunise","18","811","3,659","970","936","68.5","56.5","466"
"02075400","Varthur","15","1,764","8,111","970","963","79.5","55.7","493"
"02075500","Balagere","0","320","1,604","896","911","64.8","56.1","458"
"02075600","Gunjur","23","860","4,090","920","996","72.9","60.3","491"
"02075700","Kachamaranahalli","0","148","716","899","1,000","67.2","57.8","109"
"02075800","Chikkabellandur","0","84","493","1,304","700","83.5","43.9","36"
"02075900","Mulluru","0","258","1,253","931","930","76.8","61.6","276"
"02076000","Hadosiddapura","0","70","351","950","1,103","58.6","60.0","99"
"02076100","Chikkanayakanahalli","0","62","309","994","778","67.9","61.9","62"
"02076200","Kodathi","2","284","1,353","874","1,250","76.4","48.8","304"
"02076300","Sulikunte","0","303","1,605","999","1,179","74.6","52.8","450"
"42005000","Byatarayanapura (CMC+OG) (Part)","43","2,535","12,016","924","901","75.1","56.5","668"
"42005000","Thanisandra (OG) (Part) - Ward No.32","23","1,401","6,914","928","958","74.1","55.6","293"
"42005000","Dasarahalli  (OG)  - Ward No.33","20","1,134","5,102","919","817","76.4","57.7","375"
"42007000","Kengeri (TMC)","181","9,824","42,455","939","938","83.6","56.4","2,626"
"42007000","Ward No.1","24","748","3,500","953","1,010","80.1","57.3","30"
"42007000","Ward No.2","0","122","541","982","939","75.9","53.5","219"
"42007000","Ward No.3","6","136","598","917","775","79.3","57.1","78"
"42007000","Ward No.4","26","394","1,645","1,049","1,150","70.5","58.5","216"
"42007000","Ward No.5","2","222","960","955","956","86.9","59.7","0"
"42007000","Ward No.6","0","275","1,347","930","1,292","80.6","63.2","3"
"42007000","Ward No.7","2","212","1,000","1,008","1,063","83.4","62.9","7"
"42007000","Ward No.8","0","236","1,081","861","798","70.8","59.0","80"
"42007000","Ward No.9","0","240","997","932","867","97.6","54.8","39"
"42007000","Ward No.10","13","610","2,614","1,000","1,091","90.8","54.5","83"
"42007000","Ward No.11","2","397","1,643","938","886","91.6","57.4","90"
"42007000","Ward No.12","28","1,410","5,383","885","867","92.6","55.9","269"
"42007000","Ward No.13","4","358","1,664","913","797","96.2","51.1","64"
"42007000","Ward No.14","11","535","2,326","966","1,054","77.2","56.8","223"
"42007000","Ward No.15","6","310","1,408","918","803","94.5","51.2","17"
"42007000","Ward No.16","3","183","785","882","966","91.1","55.6","15"
"42007000","Ward No.17","7","248","1,072","1,000","1,059","94.8","53.9","16"
"42007000","Ward No.18","0","205","879","827","700","92.7","53.2","57"
"42007000","Ward No.19","0","258","1,082","943","783","94.1","58.2","32"
"42007000","Ward No.20","4","320","1,451","945","1,023","81.1","56.8","250"
"42007000","Ward No.21","15","1,240","5,401","940","905","75.5","57.9","305"
"42007000","Ward No.22","14","660","2,852","940","934","69.3","55.2","366"
"42007000","Ward No.23","14","505","2,226","954","801","76.4","55.2","167"
"42008000","Pattanagere (CMC+OG) (Part)","23","2,321","9,314","905","875","76.4","60.6","991"
"42008000","Vasanthapura (OG) (Part)  - Ward No.32","1","284","1,079","893","971","77.8","63.9","46"
"42008000","Vaddarapalya (OG) - Ward No.33","0","175","718","973","769","69.3","56.6","155"
"42008000","Subramanyapura  (OG) - Ward No.34","20","1,190","4,817","890","916","73.9","62.1","721"
"42008000","Doddakallasandra (OG) (Part)  - Ward No.35","2","672","2,700","919","799","82.1","57.5","69"
"42009000","Bangalore (M Corp.+OG) (Part)","116","2,749","11,922","900","893","80.6","58.2","719"
"42009000","Chelakere  (OG) - Ward No.101","70","1,512","6,667","896","896","82.0","57.8","485"
"42009000","Horamavu (OG) (Part)  - Ward No.102","18","539","2,397","928","945","90.8","55.9","80"
"42009000","Arehalli  (OG) - Ward No.103","28","698","2,858","888","854","68.4","60.9","154"
"42010000","Krishnarajapura (CMC)","1,175","41,762","1,86,210","912","924","84.8","55.2","15,250"
"42010000","Ward No.1","60","730","3,289","895","864","89.5","53.9","147"
"42010000","Ward No.2","16","698","3,208","906","878","92.8","52.3","83"
"42010000","Ward No.3","62","916","4,116","909","927","74.8","56.2","371"
"42010000","Ward No.4","33","838","3,799","897","1,084","87.5","51.5","126"
"42010000","Ward No.5","39","633","2,842","993","931","90.8","55.3","161"
"42010000","Ward No.6","14","1,001","4,364","987","984","85.9","57.2","520"
"42010000","Ward No.7","30","1,015","4,482","952","956","91.5","54.6","332"
"42010000","Ward No.8","48","1,111","5,394","933","928","82.5","51.8","596"
"42010000","Ward No.9","56","1,759","7,743","947","998","89.5","53.3","508"
"42010000","Ward No.10","148","1,638","7,425","953","955","85.1","51.7","752"
"42010000","Ward No.11","30","944","4,128","924","805","82.3","55.8","568"
"42010000","Ward No.12","7","1,097","4,542","986","1,148","82.4","61.3","87"
"42010000","Ward No.13","4","728","3,401","904","971","75.3","51.8","294"
"42010000","Ward No.14","32","1,177","4,980","929","910","66.7","57.9","1,006"
"42010000","Ward No.15","60","1,169","5,156","925","922","77.7","54.7","587"
"42010000","Ward No.16","26","1,580","6,562","898","871","92.9","55.8","105"
"42010000","Ward No.17","69","2,235","9,725","907","869","77.3","54.3","290"
"42010000","Ward No.18","0","646","2,483","791","865","83.8","68.0","152"
"42010000","Ward No.19","60","1,129","5,319","783","1,055","87.1","48.8","182"
"42010000","Ward No.20","26","1,824","8,336","881","963","83.7","58.0","874"
"42010000","Ward No.21","72","2,253","9,282","868","837","88.6","56.4","242"
"42010000","Ward No.22","23","2,223","11,084","851","917","80.1","58.9","426"
"42010000","Ward No.23","23","1,277","5,506","863","1,043","89.1","59.8","183"
"42010000","Ward No.24","21","1,479","6,843","928","894","80.8","53.0","1,521"
"42010000","Ward No.25","14","389","1,481","872","1,057","95.8","53.2","74"
"42010000","Ward No.26","28","836","3,642","917","801","94.8","53.7","414"
"42010000","Ward No.27","30","565","2,380","904","899","95.0","57.0","261"
"42010000","Ward No.28","21","646","2,708","894","847","94.5","58.1","292"
"42010000","Ward No.29","22","1,892","8,603","942","942","82.3","54.7","657"
"42010000","Ward No.30","12","1,258","6,080","925","839","88.3","54.6","419"
"42010000","Ward No.31","20","2,254","10,302","951","946","79.6","55.1","1,106"
"42010000","Ward No.32","16","1,169","5,235","913","747","82.8","52.9","551"
"42010000","Ward No.33","1","1,232","5,332","927","971","90.5","52.9","465"
"42010000","Ward No.34","31","635","2,999","913","987","91.2","55.2","489"
"42010000","Ward No.35","21","786","3,439","981","1,000","93.5","55.8","409"
"42011000","Mahadevapura (CMC+OG)","810","36,945","1,54,223","865","944","81.9","58.5","14,116"
"42011000","Mahadevapura (CMC)","729","32,549","1,35,794","863","949","82.3","58.8","12,833"
"42011000","Ward No.1","36","1,521","5,842","829","998","79.4","63.7","251"
"42011000","Ward No.2","32","1,367","5,264","811","888","90.5","63.6","212"
"42011000","Ward No.3","23","1,161","4,368","844","839","84.7","62.6","376"
"42011000","Ward No.4","27","1,641","6,974","888","910","85.3","56.8","725"
"42011000","Ward No.5","4","875","3,524","869","1,010","93.5","58.2","195"
"42011000","Ward No.6","4","824","3,257","874","1,201","93.1","59.0","230"
"42011000","Ward No.7","12","839","3,736","909","816","87.0","54.0","904"
"42011000","Ward No.8","0","617","2,564","862","914","90.3","59.6","114"
"42011000","Ward No.9","3","764","3,451","955","1,051","82.7","53.4","535"
"42011000","Ward No.10","15","538","2,260","907","878","90.7","57.8","181"
"42011000","Ward No.11","27","633","2,565","929","1,149","87.6","56.7","208"
"42011000","Ward No.12","46","1,663","7,201","824","949","82.4","62.9","657"
"42011000","Ward No.13","85","1,321","5,198","902","1,000","64.0","64.1","849"
"42011000","Ward No.14","24","638","2,752","875","1,063","66.4","62.9","338"
"42011000","Ward No.15","9","703","3,043","797","956","73.3","62.6","383"
"42011000","Ward No.16","9","1,190","5,065","863","1,000","76.6","59.7","680"
"42011000","Ward No.17","2","718","2,879","816","788","92.5","51.0","59"
"42011000","Ward No.18","41","790","3,346","864","1,065","73.2","60.3","589"
"42011000","Ward No.19","9","1,401","6,541","803","1,005","85.8","46.7","330"
"42011000","Ward No.20","23","1,016","4,430","965","895","79.5","54.5","171"
"42011000","Ward No.21","57","1,683","6,938","846","938","80.5","63.4","643"
"42011000","Ward No.22","7","624","2,443","804","918","82.2","55.1","71"
"42011000","Ward No.23","15","1,335","5,767","731","799","82.4","57.6","538"
"42011000","Ward No.24","46","1,255","5,431","868","836","78.4","56.4","828"
"42011000","Ward No.25","8","1,039","4,282","918","944","87.4","61.3","266"
"42011000","Ward No.26","13","888","3,715","804","951","92.2","55.0","183"
"42011000","Ward No.27","47","1,081","4,541","948","1,126","71.7","59.5","710"
"42011000","Ward No.28","30","610","2,366","817","782","95.7","59.4","164"
"42011000","Ward No.29","46","1,844","7,737","905","944","79.8","58.7","564"
"42011000","Ward No.30","12","1,145","4,887","937","997","80.3","60.8","356"
"42011000","Ward No.31","17","825","3,427","906","988","78.1","61.1","523"
"42011000","Hagadur  (OG) - Ward No.32","37","2,910","12,562","940","925","79.9","57.4","859"
"42011000","Channasandra  (OG) - Ward No.33","44","1,486","5,867","769","865","78.8","54.8","424"
"42012000","Uttarahalli (CT)","150","2,539","10,467","914","900","77.0","61.3","672"
"42012000","Ward No.1","150","2,539","10,467","914","900","77.0","61.3","672"
"42013000","Bommanahalli (CMC+OG) (Part)","1,002","53,827","2,24,980","871","943","80.9","62.3","11,198"
"42013000","Bommanahalli (CMC)","971","48,479","2,01,652","865","950","81.0","62.7","9,752"
"42013000","Ward No.1","9","466","1,984","839","950","73.3","65.1","344"
"42013000","Ward No.2","72","2,100","8,717","911","933","84.2","60.7","288"
"42013000","Ward No.3","54","1,971","7,714","854","962","82.4","65.3","433"
"42013000","Ward No.4","19","1,172","4,983","844","818","79.0","61.7","268"
"42013000","Ward No.5","17","2,243","10,486","884","861","72.9","58.7","237"
"42013000","Ward No.6","24","1,527","6,382","919","869","74.1","63.3","505"
"42013000","Ward No.7","29","1,323","5,322","785","923","82.8","70.1","157"
"42013000","Ward No.8","14","1,755","6,904","920","979","77.9","63.8","448"
"42013000","Ward No.9","11","2,141","8,502","838","934","83.8","67.5","162"
"42013000","Ward No.10","17","2,131","8,323","867","1,000","86.3","68.1","205"
"42013000","Ward No.11","107","2,066","8,365","861","910","78.2","66.7","487"
"42013000","Ward No.12","18","1,326","6,095","905","1,014","79.2","65.4","188"
"42013000","Ward No.13","10","1,440","6,039","863","1,013","84.4","64.9","162"
"42013000","Ward No.14","7","1,516","6,426","839","929","86.8","65.0","84"
"42013000","Ward No.15","18","1,610","6,454","895","1,077","73.3","63.8","608"
"42013000","Ward No.16","26","1,294","5,546","924","1,011","71.3","64.3","436"
"42013000","Ward No.17","21","882","3,491","867","794","78.7","64.8","595"
"42013000","Ward No.18","9","1,712","6,520","847","1,045","83.6","67.3","422"
"42013000","Ward No.19","10","1,641","7,033","844","950","86.8","62.2","193"
"42013000","Ward No.20","42","1,473","6,008","841","965","74.8","65.0","553"
"42013000","Ward No.21","18","1,052","4,368","848","805","80.3","59.3","252"
"42013000","Ward No.22","64","1,746","7,292","914","992","78.8","58.4","657"
"42013000","Ward No.23","32","1,704","6,987","810","965","88.7","58.0","147"
"42013000","Ward No.24","2","556","2,495","965","959","74.8","58.9","334"
"42013000","Ward No.25","18","981","4,201","830","996","80.2","61.1","542"
"42013000","Ward No.26","18","1,142","4,522","825","956","78.4","64.1","136"
"42013000","Ward No.27","168","2,201","9,541","877","1,012","78.0","60.1","400"
"42013000","Ward No.28","23","2,320","10,057","835","934","86.5","55.5","164"
"42013000","Ward No.29","10","1,755","7,506","875","1,030","83.8","55.6","84"
"42013000","Ward No.30","58","1,768","7,423","863","965","87.6","63.2","96"
"42013000","Ward No.31","26","1,465","5,966","853","889","82.6","60.1","165"
"42013000","Begur (OG) (Part)  - Ward No.32","9","2,069","9,237","960","921","79.1","57.5","913"
"42013000","Chikkathoguru (OG) (Part)  - Ward No.33","0","127","575","873","787","72.3","55.7","47"
"42013000","Beratena Agrahara (OG) (Part)  - Ward No.34","0","84","340","868","1,000","64.2","68.7","21"
"42013000","Naganathapura (OG) (Part)  - Ward No.35","0","279","1,081","893","752","68.1","63.4","14"
"42013000","Parappana Agrahara (OG) (Part)  - Ward No.36","2","385","1,584","861","918","76.0","65.6","64"
"42013000","Kalenaagrahara  (OG) - Ward No.38","14","287","1,482","1,005","878","81.9","51.8","238"
"42013000","Chunchaghatta  (OG) - Ward No.39","6","2,117","9,029","902","864","83.5","60.8","149"
"42014000","Konanakunte (CT)","27","3,291","13,316","875","878","86.1","58.7","447"
"42014000","Ward No.1","27","3,291","13,316","875","878","86.1","58.7","447"
"42015000","Kothnur (CT)","335","4,941","20,874","895","972","76.5","60.0","1,221"
"42015000","Ward No.1","335","4,941","20,874","895","972","76.5","60.0","1,221"
"42016000","Gottikere (CT)","98","2,651","11,201","872","919","78.0","62.0","827"
"42016000","Ward No.1","98","2,651","11,201","872","919","78.0","62.0","827"
"0003","Anekal Taluk","2,570","67,450","2,99,428","883","945","70.4","61.9","40,510"
"","","2,361","53,445","2,41,160","897","951","68.2","61.0","37,438"
"","","209","14,005","58,268","828","922","79.7","65.2","3,072"
"02076400","Kannaikana Agrahara","60","528","2,030","979","969","60.9","61.9","391"
"02076500","Bilwaradahalli","1","324","1,342","882","791","56.8","66.2","177"
"02076600","Bhoothanahalli","185","393","1,773","915","848","53.4","58.9","509"
"02076700","Bannerughatta Kaval","","Un-inhabited","","","","","",""
"02076800","Byrappanahalli","33","107","472","866","722","72.2","60.1","25"
"02076900","Bannerughatta","7","930","3,958","889","791","74.8","57.0","541"
"02077000","Gollahalli","0","39","195","806","786","57.1","67.6","50"
"02077100","Kalkere","0","150","659","841","1,303","67.2","57.8","54"
"02077200","Vaderahalli","0","21","75","531","800","68.2","81.6","5"
"02077300","Laxmipura","0","303","1,456","879","828","57.8","59.0","276"
"02077400","Halesampigehalli","0","92","325","1,083","1,500","50.2","62.8","0"
"02077500","Mantapa","9","270","1,213","972","745","69.3","57.7","289"
"02077600","Jangal Palya","0","109","420","1,069","1,650","46.3","54.2","0"
"02077700","Begihalli","11","221","911","955","1,037","59.9","60.3","169"
"02077800","Nallasandra","0","128","614","931","636","74.2","55.0","140"
"02077900","Hullukasavanahalli","0","33","159","893","737","45.2","53.6","57"
"02078000","Sakalawara","0","165","725","954","667","61.9","61.7","168"
"02078100","Hullahalli","5","468","2,228","1,018","1,067","49.8","57.6","879"
"02078200","Bujangadasanakere","","Un-inhabited","","","","","",""
"02078300","Ramasandra","1","55","260","831","722","67.7","59.2","94"
"02078400","Amani Bidarakere","4","8","25","1,083","2,000","45.5","83.3","5"
"02078500","Harapanahalli","17","233","929","919","1,137","76.7","65.7","116"
"02078600","Bukkasagara","44","271","1,258","897","898","54.8","59.4","328"
"02078700","Kalbalu","46","194","815","983","1,149","61.6","61.1","148"
"02078800","Mahanthalingapura","113","500","2,317","923","856","38.5","61.4","514"
"02078900","Ragihalli","86","357","1,590","927","904","55.9","54.8","266"
"02079000","Shivanahalli","141","359","1,529","865","795","42.9","62.7","141"
"02079100","Kadajakkanahalli","96","132","669","901","841","65.0","50.3","49"
"02079200","Giddenahalli","0","76","318","939","905","59.0","45.7","118"
"02079300","J.Bingipura","0","10","19","3,750","0","57.9","100.0","0"
"02079400","Vaderamanchanahalli","8","189","717","687","647","77.4","68.9","57"
"02079500","Jigani","100","1,918","7,871","750","956","78.0","68.8","623"
"02079600","Koppa","17","232","1,100","923","1,059","74.7","67.7","230"
"02079700","Koppa Gate","23","153","672","982","907","52.2","56.3","202"
"02079800","S.Bingipura","8","276","1,246","911","844","49.0","58.7","303"
"02079900","Hulimangala","0","450","2,092","888","759","61.0","59.3","455"
"02080000","Maragondahalli","0","799","4,046","762","1,020","68.5","56.4","104"
"02080100","Thirupalya","10","802","2,817","673","972","80.1","76.0","280"
"02080200","Yarandahalli","18","588","2,025","731","966","78.7","68.3","269"
"02080300","Vabasandra","0","115","565","1,011","854","63.2","51.6","126"
"02080400","Nanjapura","0","88","442","1,046","759","61.6","61.6","91"
"02080500","Kyalasanahalli","0","249","1,151","961","967","63.1","53.3","242"
"02080600","Bande Nalla Sandra","0","129","645","914","929","70.6","50.7","146"
"02080700","Haragadde","11","842","3,493","832","947","69.5","65.8","658"
"02080800","Mada Patna","5","376","1,422","717","892","75.0","70.3","99"
"02080900","Konasandra","0","122","581","874","1,375","72.5","59.7","93"
"02081000","Bommandahalli","4","129","662","930","959","63.6","58.6","103"
"02081100","Nosenur Gollahalli","0","82","400","878","679","69.1","47.9","3"
"02081200","Nosenur","0","226","1,037","920","1,038","68.9","64.3","175"
"02081300","Dyavasandra","1","65","295","980","789","61.3","61.1","47"
"02081400","Seethanaikana Halli","0","85","520","1,008","839","68.5","58.7","183"
"02081500","Rajapura","0","143","730","921","1,143","80.6","58.4","123"
"02081600","Masthena Halli","1","123","683","1,063","1,528","61.0","62.2","38"
"02081700","Hinnakki","29","221","1,078","932","722","66.5","59.0","171"
"02081800","Hennagara Amanikere","","Un-inhabited","","","","","",""
"02081900","Hennagara","3","373","1,761","957","1,074","72.3","59.4","256"
"02082000","Hosahalli","0","130","638","849","973","72.2","61.4","214"
"02082100","Kachanaikanahalli","6","585","2,231","755","789","76.2","71.4","170"
"02082200","Ramakrishnapura","0","33","170","910","1,333","80.5","52.8","37"
"02082300","Kudlu","0","236","848","910","842","13.8","73.9","221"
"02082400","Choodasandra","4","145","672","982","1,000","53.7","57.2","179"
"02082500","Rayasandra","15","179","1,019","926","1,026","65.0","55.4","201"
"02082600","Sriramapura","","Un-inhabited","","","","","",""
"02082700","Gattahalli","0","112","634","870","1,135","66.1","52.2","0"
"02082800","Janatha Colony","10","146","755","916","893","49.8","54.6","300"
"02082900","Chikkanagamangala","0","128","653","991","714","73.3","52.1","142"
"02083000","Bhovi Palya (Shanthi Pur)","5","256","905","836","1,211","68.0","62.7","165"
"02083100","Gulimangala","6","103","480","905","1,250","67.9","56.3","117"
"02083200","Huskur","21","444","2,095","975","993","71.4","54.1","297"
"02083300","Avalahalli","0","88","497","934","641","67.0","45.1","206"
"02083400","Chokkasandra","0","86","395","872","727","72.3","57.3","85"
"02083500","Harohalli","0","86","390","921","1,313","70.3","55.7","66"
"02083600","Kaggalipura","0","72","318","916","850","61.2","63.3","38"
"02083700","Chintalmadivala","57","150","695","1,056","1,290","75.5","49.4","116"
"02083800","Gottamaranahalli","0","10","43","654","0","82.1","61.5","3"
"02083900","Singena Agrahara","0","192","979","1,006","1,088","71.5","58.6","292"
"02084000","Narayanaghatta","27","177","822","1,020","1,093","76.5","60.4","152"
"02084100","Muthanallur","14","408","1,784","996","1,190","73.8","64.3","230"
"02084200","Ali Bommasandra","0","132","575","990","1,172","68.0","67.1","130"
"02084300","Muthanallur Amanikere","","Un-inhabited","","","","","",""
"02084400","Samanahalli","3","129","549","954","1,219","66.5","61.6","110"
"02084500","Chikkathimmasandra","0","69","278","986","1,333","73.1","55.7","41"
"02084600","Gopasandra","0","126","552","1,044","1,000","65.8","63.0","107"
"02084700","Kommasandra","0","162","721","1,014","1,081","73.1","69.8","85"
"02084800","Dommasandra","23","1,998","9,165","938","1,016","76.2","60.5","393"
"02084900","Thigala Chowdadenahalli","11","260","1,220","943","1,063","72.8","57.0","147"
"02085000","Chikkavaderapura","0","16","63","703","556","53.1","67.6","18"
"02085100","Heggondahalli","0","67","318","988","1,071","71.5","61.9","45"
"02085200","Halasahalli Thippasandra","0","154","734","1,011","1,064","73.8","60.5","115"
"02085300","Chikkanekkundi","1","195","836","962","1,333","72.9","60.8","108"
"02085400","Nekkundi Dommasandra","0","139","586","973","1,000","67.8","61.3","114"
"02085500","Kathriguppe","0","143","613","1,010","1,684","67.4","60.3","113"
"02085600","Ramnaikanahalli","0","65","322","940","826","68.2","50.0","104"
"02085700","Chambenahalli","4","181","953","1,006","1,169","69.5","60.0","79"
"02085800","Yamare","0","234","1,223","1,002","1,127","73.0","54.0","328"
"02085900","Sompura","0","143","679","991","935","70.4","60.1","193"
"02086000","Kadagrahara","0","79","396","941","778","78.8","62.7","46"
"02086100","Chikkadunnasandra","5","7","20","538","400","30.8","53.8","6"
"02086200","B.Hosahalli","40","225","1,114","979","947","72.4","59.7","198"
"02086300","Bikkanahalli","0","181","874","934","945","64.5","60.2","197"
"02086400","Sollepura","0","126","588","928","849","74.9","51.1","118"
"02086500","Handenahalli","0","360","1,485","934","1,125","73.5","63.0","190"
"02086600","Kotiganahalli","0","54","254","1,065","800","65.2","52.0","68"
"02086700","Bilchikkanahalli","","Un-inhabited","","","","","",""
"02086800","S.Medihalli","0","118","584","993","907","67.3","57.0","68"
"02086900","Tyayakana Halli","0","160","722","915","904","69.5","66.3","225"
"02087000","Byalahalli","0","13","67","811","714","80.0","43.2","13"
"02087100","Adigarakallahalli","7","374","2,066","901","903","70.3","59.2","250"
"02087200","Billapura","1","193","848","828","845","71.5","61.2","141"
"02087300","Buragunte","0","83","361","973","593","72.6","59.6","24"
"02087400","Sarjapura","5","1,767","8,620","973","1,002","76.8","52.7","1,732"
"02087500","Ittangur","0","125","685","861","1,150","63.1","52.7","169"
"02087600","Volagerekallahalli","0","229","1,081","969","1,107","66.3","62.7","117"
"02087700","Chikkadasarahalli","0","88","412","1,081","1,500","69.6","67.2","76"
"02087800","Gonighattapura","0","141","689","946","1,000","61.5","54.8","196"
"02087900","Neriga","0","243","1,264","909","861","67.7","60.7","271"
"02088000","Janthagondanahalli","0","134","628","981","617","69.0","53.6","119"
"02088100","Nagen Agrahara","0","1","18","800","0","76.5","50.0","0"
"02088200","Seeganaikanahalli","0","13","70","1,258","1,750","64.4","61.3","12"
"02088300","Madappanahalli","0","70","377","821","1,080","53.8","69.1","35"
"02088400","Deshapande Guttahalli","4","11","45","957","1,333","26.3","65.2","16"
"02088500","Banahalli","0","20","109","879","1,000","64.9","62.1","0"
"02088600","Mugalur","0","264","1,239","909","976","66.9","60.4","44"
"02088700","Kugur","28","256","1,137","947","800","70.3","63.4","194"
"02088800","Kamanahalli","0","120","506","924","828","60.0","56.7","85"
"02088900","Kuthaganahalli","0","218","1,048","989","1,138","54.0","57.3","342"
"02089000","Doddathimmasandra","0","140","699","905","830","59.1","48.8","87"
"02089100","Thindlu","0","202","1,008","1,004","957","72.7","65.0","122"
"02089200","Mahal Chowdadenahalli","0","114","557","961","1,273","68.0","60.2","107"
"02089300","Gudighattanahalli","0","4","10","429","0","66.7","85.7","0"
"02089400","Panditana Agrahara","0","96","507","850","778","72.2","47.4","84"
"02089500","Mattanahalli","37","116","643","960","929","67.4","61.9","121"
"02089600","Gollahalli","5","427","1,638","570","763","93.9","71.2","83"
"02089700","Veerasandra","9","620","2,235","686","1,022","77.6","72.9","200"
"02089800","Kammasandra","7","620","2,549","895","972","83.9","58.6","334"
"02089900","Vaddara Palya","0","142","633","936","855","52.5","57.5","295"
"02090000","Andapura","0","34","155","409","1,400","64.3","93.6","5"
"02090100","Ramasagara","3","314","1,465","1,015","1,192","74.9","60.1","251"
"02090200","Heelalige","1","367","1,440","912","1,067","69.3","63.7","150"
"02090300","Chandapura","6","411","1,721","758","957","82.7","60.6","183"
"02090400","Chandrapura  -Chatrakane","18","551","2,194","813","760","86.1","58.7","120"
"02090500","Kittaganahalli","9","578","2,220","815","612","73.2","60.4","163"
"02090600","Banahalli","22","519","2,071","820","975","82.8","61.6","196"
"02090700","Iggalur","0","327","1,524","907","940","72.2","53.3","361"
"02090800","Thirumagondanahalli","2","284","1,240","914","978","58.2","61.0","207"
"02090900","Balagaranahalli","3","629","2,262","612","885","78.8","75.4","158"
"02091000","Neralur","5","532","2,115","754","1,052","79.7","67.2","148"
"02091100","Laxmi Sagara","1","121","627","889","1,103","74.1","63.6","79"
"02091200","Bendiganahalli","0","71","274","943","1,167","60.0","58.9","66"
"02091300","Adigondanahalli","0","275","1,219","985","956","69.4","65.6","166"
"02091400","Guddahatti","53","299","1,333","1,014","1,231","59.5","62.2","293"
"02091500","Yadavanahalli","33","480","2,031","893","920","75.7","63.2","148"
"02091600","Krishnasagara","6","26","98","1,042","2,750","33.7","60.4","26"
"02091700","Itchangur","1","402","1,754","653","721","67.6","69.3","411"
"02091800","Muthasandra","0","61","309","1,020","773","55.9","58.8","128"
"02091900","Kamblipura","0","135","594","916","977","66.3","64.2","72"
"02092000","Mayasandra","24","670","3,284","950","953","63.9","56.7","416"
"02092100","M.Medihalli","0","118","553","1,026","813","75.5","56.0","109"
"02092200","Halehalli","0","164","808","906","936","67.4","56.4","151"
"02092300","Kodlipura","0","152","659","1,015","739","61.0","63.6","112"
"02092400","Dasanapura","43","270","1,129","815","955","61.8","67.0","195"
"02092500","Bhaktipura","0","82","378","809","900","64.4","60.8","52"
"02092600","Arehalli","16","149","665","863","1,050","59.7","52.7","215"
"02092700","Manchanahalli","2","252","1,148","923","591","64.7","57.6","244"
"02092800","Giddenahalli","","Un-inhabited","","","","","",""
"02092900","Jigala","19","277","1,245","967","1,164","66.8","63.8","236"
"02093000","Arenur","0","124","612","937","1,074","63.1","65.5","100"
"02093100","Bidaraguppe","0","595","2,850","945","833","68.1","62.5","257"
"02093200","Chikkanahalli","0","54","280","972","1,118","64.8","66.2","27"
"02093300","Indlabele","9","190","890","956","1,130","58.8","61.3","141"
"02093400","Attibele","70","2,392","10,559","971","1,032","78.9","58.0","810"
"02093500","Ballur","43","936","3,580","718","940","66.0","72.0","348"
"02093600","Maranaikanahalli","7","153","761","847","652","61.5","61.7","163"
"02093700","Lingapura","166","130","746","1,055","1,600","63.8","63.9","58"
"02093800","Soppahalli","0","91","450","899","632","66.8","57.8","158"
"02093900","Kumbaranahalli","0","126","602","974","919","74.0","65.9","40"
"02094000","Suragajakkanahalli","0","187","912","928","836","67.7","57.3","107"
"02094100","Sonnanayakanapura","0","219","1,046","1,027","893","44.3","54.8","440"
"02094200","Adur","0","115","636","994","930","60.9","54.9","179"
"02094300","Thimmasandra","79","32","158","1,107","1,500","36.1","52.0","0"
"02094400","Chikkanahalli","23","56","285","1,036","1,471","41.6","62.1","12"
"02094500","Indlawadi","21","351","1,730","889","1,009","60.3","55.3","145"
"02094600","Bagganadoddi","67","95","474","866","1,000","42.3","52.8","98"
"02094700","Indlawadipura","17","113","569","916","975","48.4","54.9","140"
"02094800","Thammanaikanahalli","31","432","2,271","938","1,047","48.5","58.0","491"
"02094900","Chikka Hosahalli","0","232","1,187","930","797","63.9","57.4","153"
"02095000","Agasa Thimmanahalli","0","7","17","700","1,000","46.7","70.0","0"
"02095100","A Medihalli","8","108","498","811","938","63.1","60.0","128"
"02095200","Gowrenahalli","0","297","1,635","982","1,060","43.9","55.8","118"
"02095300","Honnakalasapura","0","78","364","811","800","67.7","60.2","36"
"02095400","Sidihosakote","0","271","1,471","891","1,010","68.2","55.4","266"
"02095500","Kempavaderahalli","0","47","201","914","846","66.7","62.9","44"
"02095600","Dodda Hagade","0","165","770","954","937","53.9","62.2","236"
"02095700","Kunmadivala","0","64","326","1,131","955","62.9","64.1","35"
"02095800","Byagadadenahalli","0","108","511","943","1,038","63.8","73.8","80"
"02095900","Marasur","2","395","1,709","931","938","70.0","65.0","300"
"02096000","Naganaikanahalli","0","175","925","964","1,140","62.6","59.7","248"
"02096100","Madivala","0","448","2,169","952","942","66.8","51.6","504"
"02096200","Bandapura","0","176","842","949","797","66.2","61.3","179"
"02096300","Marasur Agrahara","0","22","126","909","800","75.0","65.2","7"
